rank,ad_rank,molecule_chembl_id,pref_name,smiles,PS,in_ad,max_train_sim,p_ABL1,p_c-KIT,p_PDGFRB
1924,,CHEMBL1788386,TETRAMETHRIN,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,0.032,False,0.192,0.0004,0.1646,0.5497
1925,,CHEMBL3989406,ENALAPRILAT,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,0.032,False,0.277,0.0009,0.1254,0.294
1926,,CHEMBL1290,PENBUTOLOL,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0.0319,False,0.268,0.0017,0.0188,0.9953
1927,,CHEMBL848,LENALIDOMIDE,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.0319,False,0.221,0.0027,0.1782,0.0667
1928,,CHEMBL343448,ROMIDEPSIN,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,0.0317,False,0.14,0.0121,0.1168,0.0226
1929,,CHEMBL64894,GENTIAN VIOLET,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],0.0317,False,0.268,0.0848,0.2219,0.0017
1930,,CHEMBL1410,NONOXYNOL 9,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.0314,False,0.246,0.0015,0.0402,0.5036
1931,,CHEMBL863,CYSTEINE,N[C@@H](CS)C(=O)O,0.0313,False,0.25,0.0003,0.1666,0.5419
1932,,CHEMBL1321,PROCARBAZINE,CNNCc1ccc(C(=O)NC(C)C)cc1,0.0313,False,0.29,1e-04,0.6247,0.5865
1933,,CHEMBL7863,APROBARBITAL,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.0313,False,0.18,0.0016,0.2334,0.0823
1934,,CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,0.0312,False,0.286,0.0002,0.4924,0.3762
1935,,CHEMBL1200885,ALOSETRON HYDROCHLORIDE,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,0.0312,False,0.292,0.0036,0.1429,0.0587
1936,,CHEMBL986,RETINOL,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,0.0312,False,0.129,0.0013,0.033,0.6999
1937,,CHEMBL1200531,ALFENTANIL HYDROCHLORIDE,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl,0.0312,False,0.253,0.0002,0.2644,0.5583
1938,,CHEMBL450449,TRABECTEDIN,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,0.0312,False,0.171,0.0003,0.115,0.8875
1939,,CHEMBL2105842,CORTIVAZOL,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0311,False,0.204,0.0005,0.0696,0.9115
1940,,CHEMBL73234,CARBETAPENTANE,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0.0311,False,0.267,0.0008,0.1063,0.3739
1941,,CHEMBL1201269,CHLORPHENTERMINE,CC(C)(N)Cc1ccc(Cl)cc1,0.0311,False,0.261,0.0221,0.0584,0.0234
1942,,CHEMBL2364632,SARECYCLINE,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.0311,False,0.19,0.0004,0.1547,0.4507
1943,411.0,CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0.031,True,0.393,1e-04,0.4907,0.4473
1944,,CHEMBL3261331,RESMETIROM,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,0.031,False,0.224,0.025,0.0736,0.0163
1945,,CHEMBL329522,EXIFONE,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,0.031,False,0.225,0.0625,0.2366,0.002
1946,,CHEMBL3181841,RAMOSETRON HYDROCHLORIDE,Cl.Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,0.031,False,0.26,0.0133,0.0402,0.056
1947,,CHEMBL278623,MACIMORELIN,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,0.0309,False,0.296,0.0003,0.1928,0.6104
1948,,CHEMBL4164059,PITOLISANT HYDROCHLORIDE,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,0.0308,False,0.298,0.0005,0.0973,0.5633
1949,,CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,0.0307,False,0.229,0.0037,0.0106,0.7321
1950,,CHEMBL1286,LEVETIRACETAM,CC[C@@H](C(N)=O)N1CCCC1=O,0.0307,False,0.192,0.0036,0.1671,0.0473
1951,,CHEMBL496,HEXACHLOROPHENE,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0.0307,False,0.175,0.3599,0.0003,0.3007
1952,,CHEMBL1643,RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0.0307,False,0.238,0.0039,0.0219,0.3381
1953,,CHEMBL1200641,CISATRACURIUM BESYLATE,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,0.0307,False,0.225,0.005,0.0059,0.986
1954,,CHEMBL1110,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,0.0306,False,0.297,0.0034,0.1299,0.0649
1955,,CHEMBL517712,ATROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0.0306,False,0.276,0.0047,0.0089,0.6831
1956,,CHEMBL2110725,VINFLUNINE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,0.0305,False,0.226,1e-04,0.8165,0.5849
1957,412.0,CHEMBL9967,PIRENZEPINE,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.0304,True,0.395,0.0032,0.0121,0.7124
1958,413.0,CHEMBL1173655,AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,0.0304,True,0.685,0.4443,0.0332,0.0019
1959,,CHEMBL577,ENALAPRILAT ANHYDROUS,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0.0304,False,0.281,0.0007,0.1318,0.3137
1960,,CHEMBL522038,XIMELAGATRAN,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,0.0304,False,0.255,0.0004,0.4437,0.1438
1961,414.0,CHEMBL1592,QUINAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,0.0302,True,0.33,0.0028,0.067,0.1482
1962,,CHEMBL1614,DESLANOSIDE,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,0.0302,False,0.198,0.0027,0.0103,0.9974
1963,,CHEMBL1200342,PARAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0302,False,0.16,0.0003,0.0992,0.9066
1964,,CHEMBL2104793,PYROVALERONE HYDROCHLORIDE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1.Cl,0.0301,False,0.254,0.0021,0.1924,0.0687
1965,,CHEMBL1200471,PYRITHIONE ZINC,[O-][n+]1ccccc1[S-].[O-][n+]1ccccc1[S-].[Zn+2],0.0301,False,0.171,0.0416,0.116,0.0056
1966,415.0,CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl,0.0301,True,0.326,0.0027,0.0767,0.1329
1967,,CHEMBL167731,PIXANTRONE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,0.03,False,0.23,0.0151,0.0441,0.0405
1968,,CHEMBL372795,STREPTOMYCIN,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0.03,False,0.189,0.0009,0.0342,0.8571
1969,,CHEMBL4,OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.03,False,0.256,0.0027,0.0596,0.1678
1970,,CHEMBL5315124,LEVOFLOXACIN,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,0.03,False,0.253,0.0027,0.0424,0.2319
1971,,CHEMBL1676,FLUTICASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,0.03,False,0.208,0.0005,0.0942,0.5803
1972,416.0,CHEMBL3185958,CLOMIPHENE CITRATE,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.03,True,0.347,0.0201,0.0731,0.0184
1973,,CHEMBL1788132,LOFEXIDINE HYDROCHLORIDE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl,0.0299,False,0.242,0.0189,0.0046,0.3061
1974,,CHEMBL1200661,UNOPROSTONE ISOPROPYL,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,0.0299,False,0.179,0.0031,0.0187,0.4553
1975,,CHEMBL159226,MOXISYLYTE,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0.0299,False,0.29,0.0426,0.0718,0.0088
1976,418.0,CHEMBL192,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.0298,True,0.653,0.0234,0.0177,0.0635
1977,,CHEMBL3707183,QUINIDINE SULFATE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,0.0298,False,0.287,0.0032,0.0349,0.2391
1978,,CHEMBL551466,ACLIDINIUM BROMIDE,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],0.0298,False,0.218,0.0018,0.0188,0.7964
1979,419.0,CHEMBL296419,ASTEMIZOLE,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.0298,True,0.351,0.0061,0.0065,0.665
1980,417.0,CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,0.0298,True,0.43,0.1322,0.0305,0.0065
1981,,CHEMBL2104910,SULFADICRAMIDE,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0297,False,0.23,0.0047,0.1362,0.0412
1982,,CHEMBL1201780,CARGLUMIC ACID,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.0297,False,0.305,1e-04,0.3615,0.815
1983,,CHEMBL4594350,ADAGRASIB,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,0.0296,False,0.25,0.0018,0.018,0.804
1984,,CHEMBL149972,PHENOBARBITAL SODIUM,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+],0.0296,False,0.231,0.0013,0.1252,0.1552
1985,,CHEMBL1201772,PRASUGREL,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,0.0294,False,0.259,0.0052,0.0148,0.3296
1986,,CHEMBL1643895,RAMOSETRON,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,0.0293,False,0.263,0.0122,0.0364,0.0565
1987,,CHEMBL90555,VINCRISTINE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.0293,False,0.238,0.0,0.7811,0.8807
1988,,CHEMBL517,DISOPYRAMIDE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.0293,False,0.254,0.0041,0.0248,0.2448
1989,,CHEMBL550,PILOCARPINE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,0.0292,False,0.186,0.0007,0.0404,0.9039
1990,,CHEMBL1532,QUINETHAZONE,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0.0292,False,0.215,0.0153,0.0018,0.9299
1991,,CHEMBL4594394,MAGNESIUM OXYBATE,O=C([O-])CCCO.O=C([O-])CCCO.[Mg+2],0.0291,False,0.233,0.0026,0.1547,0.0622
1992,,CHEMBL3707290,SOMAPACITAN,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,0.029,False,0.183,0.0002,0.335,0.4062
1993,,CHEMBL4650827,REVUMENIB,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,0.029,False,0.259,0.0003,0.2299,0.4024
1994,,CHEMBL31,GATIFLOXACIN,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.0289,False,0.227,0.0037,0.0954,0.0672
1995,,CHEMBL1200463,OXAPROZIN POTASSIUM,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+],0.0289,False,0.246,0.0204,0.0626,0.019
1996,,CHEMBL30219,METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],0.0289,False,0.154,0.0002,0.4134,0.3399
1997,,CHEMBL601,AMINOLEVULINIC ACID,NCC(=O)CCC(=O)O,0.0288,False,0.222,0.0002,0.2104,0.7127
1998,,CHEMBL1200538,BETAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0288,False,0.171,0.0002,0.4146,0.3375
1999,,CHEMBL594,EMEDASTINE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,0.0287,False,0.29,0.0049,0.0048,0.9985
2000,,CHEMBL7413,METHOHEXITAL,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0.0287,False,0.161,1e-04,0.5791,0.3818
2001,,CHEMBL1201203,BENZTROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,0.0286,False,0.241,0.0038,0.0066,0.9432
2002,,CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.0286,False,0.242,0.0026,0.2559,0.0345
2003,,CHEMBL553025,VINORELBINE,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,0.0286,False,0.197,1e-04,0.8354,0.5521
2004,,CHEMBL869,NITROFURAZONE,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0.0286,False,0.213,0.0156,0.118,0.0127
2005,,CHEMBL3989843,TRANYLCYPROMINE,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,0.0286,False,0.256,0.011,0.0026,0.83
2006,,CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,0.0285,False,0.287,0.0057,0.0587,0.0686
2007,,CHEMBL1230314,ESTETROL ANHYDROUS,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,0.0285,False,0.215,0.0013,0.0182,0.9875
2008,,CHEMBL2111112,VERNAKALANT,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,0.0285,False,0.278,0.0006,0.0413,0.8902
2009,,CHEMBL1766,DESOXIMETASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0.0285,False,0.178,0.0002,0.2072,0.7223
2010,,CHEMBL1533310,HISTAMINE DIHYDROCHLORIDE,Cl.Cl.NCCc1c[nH]cn1,0.0284,False,0.17,0.0137,0.1256,0.0133
2011,,CHEMBL33,LEVOFLOXACIN ANHYDROUS,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0284,False,0.256,0.0025,0.0407,0.228
2012,,CHEMBL182,GANCICLOVIR,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,0.0284,False,0.197,0.1046,0.0153,0.0144
2013,,CHEMBL1681,IODOHIPPURATE,O=C(O)CNC(=O)c1ccccc1I,0.0283,False,0.288,0.0164,0.0242,0.057
2014,,CHEMBL583,GREPAFLOXACIN,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0.0283,False,0.231,0.0033,0.0096,0.732
2015,420.0,CHEMBL2325741,CAPIVASERTIB,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,0.0283,True,0.378,0.003,0.0622,0.1232
2016,,CHEMBL1200715,HEXYLCAINE HYDROCHLORIDE,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,0.0283,False,0.28,0.0004,0.109,0.5503
2017,,CHEMBL54976,TRYPTOPHAN,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.0281,False,0.365,0.001,0.1517,0.149
2018,,CHEMBL1200613,TOLMETIN SODIUM,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],0.0281,False,0.23,0.018,0.2967,0.0042
2019,,CHEMBL17860,LOFEXIDINE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.0281,False,0.246,0.0203,0.0025,0.4383
2020,,CHEMBL1364,PYRIDOXINE,Cc1ncc(CO)c(CO)c1O,0.028,False,0.22,0.9733,0.0,0.7483
2021,,CHEMBL378544,VINBLASTINE SULFATE,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,0.028,False,0.226,0.0,0.7839,0.7727
2022,,CHEMBL1231,OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.028,False,0.246,0.0009,0.0857,0.2799
2023,,CHEMBL109,VALPROIC ACID,CCCC(CCC)C(=O)O,0.028,False,0.182,0.0013,0.0993,0.1654
2024,,CHEMBL1425,MERCAPTOPURINE ANHYDROUS,Sc1ncnc2nc[nH]c12,0.0279,False,0.205,0.0278,0.0654,0.0119
2025,,CHEMBL1200507,IODIXANOL,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.0279,False,0.284,0.027,0.0032,0.248
2026,421.0,CHEMBL117287,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,0.0278,True,0.326,0.0077,0.0028,0.9898
2027,,CHEMBL1200802,TALBUTAL,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,0.0278,False,0.171,0.0009,0.3535,0.0646
2028,,CHEMBL1200391,TROMETHAMINE,NC(CO)(CO)CO,0.0277,False,0.148,0.0006,0.0399,0.8695
2029,,CHEMBL6068329,PEMETREXED DIPOTASSIUM,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[K+].[K+],0.0277,False,0.233,0.0038,0.133,0.0425
2030,,CHEMBL184412,DRONEDARONE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,0.0277,False,0.291,0.0056,0.0571,0.0666
2031,,CHEMBL1133,OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,0.0277,False,0.242,0.0009,0.0905,0.253
2032,,CHEMBL937,DIETHYLCARBAMAZINE CITRATE,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0276,False,0.224,0.0021,0.1213,0.0811
2033,,CHEMBL2368925,DOLASETRON,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,0.0276,False,0.266,0.0047,0.0214,0.2084
2034,,CHEMBL1166,ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0.0276,False,0.205,0.0031,0.0279,0.2424
2035,,CHEMBL44618,CHLOROFORM,ClC(Cl)Cl,0.0274,False,0.07,0.0571,0.0054,0.0672
2036,,CHEMBL2062276,LEVALLORPHAN TARTRATE,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,0.0274,False,0.213,0.0004,0.6121,0.0813
2037,,CHEMBL2348780,VAMOROLONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,0.0273,False,0.174,0.0003,0.2392,0.2669
2038,,CHEMBL498847,SECNIDAZOLE,Cc1ncc([N+](=O)[O-])n1CC(C)O,0.0273,False,0.236,0.0383,0.0462,0.0115
2039,,CHEMBL1200959,METHDILAZINE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0.0273,False,0.262,0.0026,0.008,0.9953
2040,,CHEMBL266349,MELAGATRAN,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,0.0273,False,0.281,0.0002,0.4115,0.2748
2041,,CHEMBL196,ASCORBIC ACID,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0.0273,False,0.161,0.0031,0.0261,0.2546
2042,,CHEMBL440,THIAMYLAL,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,0.0272,False,0.165,0.0008,0.2976,0.0879
2043,,CHEMBL1003,CLAVULANATE POTASSIUM,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],0.0272,False,0.171,0.0021,0.2051,0.0481
2044,,CHEMBL13,METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,0.0272,False,0.286,1e-04,0.2166,0.9968
2045,,CHEMBL1200682,SODIUM OXYBATE,O=C([O-])CCCO.[Na+],0.0272,False,0.233,0.0028,0.1489,0.0487
2046,,CHEMBL634,ALFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0.0271,False,0.241,0.0002,0.2359,0.5279
2047,,CHEMBL1705,CLONIDINE HYDROCHLORIDE,Cl.Clc1cccc(Cl)c1NC1=NCCN1,0.0271,False,0.245,0.0398,0.0009,0.5731
2048,,CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],0.0271,False,0.167,0.0009,0.2211,0.1041
2049,,CHEMBL1908370,FINAFLOXACIN,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.027,False,0.186,0.0028,0.0665,0.1075
2050,,CHEMBL1722209,TOLTERODINE TARTRATE,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)C(O)C(O)C(=O)O,0.027,False,0.235,0.0142,0.3624,0.0038
2051,,CHEMBL1200666,CALCIPOTRIENE,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.0269,False,0.126,0.0022,0.0741,0.1185
