rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB,max_train_sim,heavy_atoms,in_ad,ad_rank,ad_rank_pct
1486,CHEMBL4298167,FILGOTINIB MALEATE,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,0.0633750597936979,0.09137339,0.057592813,0.048369005,724,2116,2579,0.33333334,38,True,322,58.02
1508,CHEMBL1083993,AMIODARONE HYDROCHLORIDE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,0.061614027746378,0.1050981,0.017288368,0.12873298,669,2632,2222,0.36708862,32,True,323,58.2
1509,CHEMBL10878,AGOMELATINE,COc1ccc2cccc(CCNC(C)=O)c2c1,0.0615376250932722,0.0022730432,0.17767766,0.5770077,2087,1470,1277,0.35849056,18,True,324,58.38
1521,CHEMBL2111101,PIMAVANSERIN,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,0.0607441270164878,0.0015266074,0.3564881,0.41185135,2230,911,1550,0.31944445,31,True,325,58.56
1527,CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,0.0603020480324413,0.10080198,0.002176467,0.99948174,686,3075,41,0.33766234,24,True,326,58.74
1531,CHEMBL3304486,DIFEMERINE,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1,0.0599591917062801,0.039676614,0.030934708,0.17562516,1064,2402,2048,0.31111112,24,True,327,58.92
1541,CHEMBL640,PROCAINAMIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1,0.0594746240760716,0.0004794837,0.5843443,0.7508488,2602,511,1018,0.39130434,17,True,328,59.1
1542,CHEMBL41355,EZOGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,0.0594583031975016,0.00022139866,0.98085815,0.9679575,2813,38,430,0.31578946,22,True,329,59.28
1550,CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,0.0592325056454503,0.05324873,0.065973476,0.059156384,956,2052,2522,0.32323232,34,True,330,59.46
1562,CHEMBL655,MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.0576786824092604,0.0954879,0.0020106004,0.99947506,711,3087,42,0.34210527,23,True,331,59.64
1563,CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,0.0576724501598991,0.00064313156,0.49772516,0.5992606,2513,639,1245,0.3857143,18,True,332,59.82
1581,CHEMBL633,AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0.0555128662391479,0.09916317,0.014463647,0.11927591,696,2692,2267,0.37179488,31,True,333,60.0
1582,CHEMBL1480,FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.0553600394390861,0.01035645,0.09844619,0.16640995,1515,1823,2082,0.30769232,25,True,334,60.18
1589,CHEMBL1148,TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0.055016498517896,0.08328171,0.07634589,0.026190488,775,1974,2693,0.3611111,24,True,335,60.36
1593,CHEMBL4650485,PIRTOBRUTINIB,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,0.0547679139896653,0.021507308,0.15444179,0.049456988,1258,1570,2576,0.3617021,34,True,336,60.54
1595,CHEMBL1200841,PROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,0.054666828805694,0.0009513466,0.4029263,0.42619392,2391,809,1526,0.3030303,18,True,337,60.72
1597,CHEMBL3188267,CAPMATINIB,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,0.0545122640976589,0.047188345,0.05561015,0.06172966,998,2134,2509,0.3298969,31,True,338,60.9
1599,CHEMBL569,PROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.0543433240754253,0.00073643797,0.4301365,0.5066361,2472,748,1379,0.30769232,17,True,339,61.08
1600,CHEMBL1652,AMBENONIUM,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,0.0541332685467007,0.00841087,0.046309102,0.40727282,1594,2210,1556,0.3,36,True,340,61.26
1604,CHEMBL1116,RALOXIFENE HYDROCHLORIDE,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.0537110247318839,0.0059899953,0.23021838,0.112363145,1705,1263,2289,0.3939394,35,True,341,61.44
1611,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,0.0533297435765136,0.008661898,0.021022445,0.83293706,1580,2561,845,0.34567901,34,True,342,61.62
1617,CHEMBL3301670,DIFEMERINE HYDROCHLORIDE,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,0.0528060933254417,0.034112755,0.031571276,0.1367235,1111,2393,2194,0.33333334,25,True,343,61.8
1623,CHEMBL1738990,LEVOPROPOXYPHENE,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,0.0523831517128309,0.013151338,0.037754063,0.28949505,1431,2322,1776,0.3181818,25,True,344,61.98
1639,CHEMBL1200461,MIDODRINE HYDROCHLORIDE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,0.0507926351005547,0.012291319,0.031065399,0.34318376,1456,2401,1663,0.3181818,19,True,345,62.16
1645,CHEMBL81,RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.0499756279350102,0.0055370103,0.21311343,0.10577636,1737,1329,2309,0.37878788,34,True,346,62.34
1646,CHEMBL256907,MARAVIROC,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.0498184213989083,0.0020394586,0.112232365,0.5401779,2124,1763,1334,0.3043478,37,True,347,62.52
1652,CHEMBL623,NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.0495705596269413,0.0077290884,0.019007325,0.8291292,1617,2589,857,0.35,33,True,348,62.7
1662,CHEMBL7568,QUINACRINE,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.0485495590202947,0.030974371,0.0693114,0.053302627,1141,2031,2553,0.30769232,28,True,349,62.88
1664,CHEMBL1201347,ANILERIDINE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,0.0483480350858599,0.00046958195,0.4739544,0.5077951,2608,676,1378,0.31944445,26,True,350,63.06
1667,CHEMBL1213351,PROPOXYPHENE,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0.0482779111090525,0.012686547,0.02828349,0.31359497,1449,2441,1729,0.3181818,25,True,351,63.24
1668,CHEMBL557555,CIPROFIBRATE,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0.0482702093802527,0.023065012,0.05107065,0.09548001,1241,2170,2354,0.30357143,18,True,352,63.42
1669,CHEMBL1237104,PROPOXYPHENE HYDROCHLORIDE,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl,0.0481986335040246,0.012671737,0.031897824,0.27701727,1450,2390,1801,0.33333334,26,True,353,63.6
1670,CHEMBL1201212,MIDODRINE,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0.0481451723918693,0.011561778,0.027871761,0.34631333,1475,2442,1656,0.32307693,18,True,354,63.78
1681,CHEMBL1108,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.0476896070891423,0.007600757,0.17085001,0.08352171,1627,1499,2404,0.3448276,28,True,355,63.96
1683,CHEMBL1200825,METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,0.0474948138008748,0.0067862924,0.08297216,0.1902714,1662,1922,2011,0.3043478,24,True,356,64.14
1687,CHEMBL3142541,BUTAMBEN PICRATE,CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0.0471795969327342,0.040307857,0.14506118,0.017960642,1057,1609,2750,0.3125,44,True,357,64.32
1689,CHEMBL63857,PHENOLPHTHALEIN,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0.0471304235449859,0.002690954,0.20231992,0.19229107,2033,1372,2004,0.37209302,24,True,358,64.5
1699,CHEMBL1535,HYDROXYCHLOROQUINE,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.0462819440368602,0.021204848,0.08875909,0.052672844,1262,1883,2555,0.32941177,23,True,359,64.68
1701,CHEMBL681,ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,0.0461906099698742,0.033737775,0.35683152,0.008186183,1115,908,2876,0.35714287,18,True,360,64.86
1702,CHEMBL2104287,DIBENZEPIN HYDROCHLORIDE,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,0.0461803858100099,0.014695098,0.033627417,0.19929977,1391,2374,1988,0.3877551,23,True,361,65.05
1703,CHEMBL1423,PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0461393962911479,0.0063162674,0.120020114,0.129569,1689,1718,2221,0.32142857,34,True,362,65.23
1710,CHEMBL1201047,ANILERIDINE HYDROCHLORIDE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl,0.0459051207225042,0.0004936121,0.45425445,0.43141812,2590,710,1517,0.33333334,27,True,363,65.41
1714,CHEMBL3936761,ZANUBRUTINIB,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.0456733287040158,0.010019396,0.13229516,0.071879074,1529,1662,2450,0.38372093,35,True,364,65.59
1715,CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl,0.0455863963985884,0.0064164093,0.015764166,0.9365755,1684,2663,558,0.32467532,29,True,365,65.77
1717,CHEMBL1678,DONEPEZIL HYDROCHLORIDE,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,0.0454322260303494,0.0033683425,0.028831534,0.96562415,1934,2431,442,0.3548387,29,True,366,65.95
1718,CHEMBL1200368,BENTIROMIDE,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,0.0454144728781495,0.00013671776,0.7776273,0.881021,2938,263,733,0.30666667,30,True,367,66.13
1720,CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,0.045244110140548,0.085417084,0.049626254,0.021848919,761,2184,2718,0.36263737,24,True,368,66.31
1726,CHEMBL1442422,DIBENZEPIN,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,0.0446321932582172,0.014015679,0.029838178,0.21259752,1404,2418,1947,0.39583334,22,True,369,66.49
1727,CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.0445479701343014,0.0014330455,0.3076861,0.20050074,2254,1042,1982,0.30612245,23,True,370,66.67
1728,CHEMBL711,PHENINDIONE,O=C1c2ccccc2C(=O)C1c1ccccc1,0.0445397962055677,0.021198887,0.02864653,0.14549884,1263,2435,2155,0.35135135,17,True,371,66.85
1730,CHEMBL1201067,BIPERIDEN LACTATE,CC(O)C(=O)O.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,0.0444933699764465,0.00045746568,0.21805343,0.88300776,2617,1309,725,0.30882353,29,True,372,67.03
1735,CHEMBL188921,BUFLOMEDIL,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,0.0441997701108998,0.0039276746,0.022802344,0.96415085,1872,2525,453,0.33333334,22,True,373,67.21
1741,CHEMBL58323,LACOSAMIDE,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,0.0438549684592708,0.0002552144,0.34930068,0.94613254,2772,928,516,0.3108108,18,True,374,67.39
1743,CHEMBL231779,APIXABAN,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,0.0437272453167811,0.0067538377,0.13895832,0.0890884,1667,1632,2384,0.3139535,34,True,375,67.57
1758,CHEMBL502,DONEPEZIL,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,0.0426270665901096,0.002890672,0.02772782,0.96636635,1999,2446,437,0.36065573,28,True,376,67.75
1760,CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,0.0426109824680428,0.0021294937,0.054640483,0.6649268,2110,2136,1145,0.31578946,22,True,377,67.93
1761,CHEMBL46,ONDANSETRON,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,0.042588270323838,0.006701568,0.117204115,0.09834465,1671,1734,2342,0.3043478,22,True,378,68.11
1764,CHEMBL45,MELATONIN,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0.0425255920228872,0.0008021383,0.19648145,0.48795563,2447,1396,1412,0.36,17,True,379,68.29
1766,CHEMBL1529,DIPHENIDOL HYDROCHLORIDE,Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0.0422205778382378,0.004345183,0.018737968,0.9243616,1826,2595,609,0.3653846,24,True,380,68.47
1768,CHEMBL431770,ISTRADEFYLLINE,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0.0418396237317298,0.017967656,0.40434813,0.010081299,1330,806,2835,0.31034482,28,True,381,68.65
1769,CHEMBL626,NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,0.0416931591791723,0.0028991671,0.06002551,0.41647154,1997,2089,1538,0.3043478,22,True,382,68.83
1770,CHEMBL648,CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.0415523027587997,0.004098296,0.019492568,0.8980754,1854,2580,688,0.34615386,20,True,383,69.01
1772,CHEMBL1200875,FLAVOXATE HYDROCHLORIDE,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,0.0414710830909026,0.011220888,0.043534085,0.14600897,1485,2242,2154,0.30985916,30,True,384,69.19
1774,CHEMBL936,DIPHENIDOL,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0.0413799676514755,0.004838193,0.015482373,0.9459098,1782,2667,517,0.34615386,23,True,385,69.37
1775,CHEMBL1357648,AMODIAQUINE HYDROCHLORIDE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,0.0412964927319379,0.014356652,0.10065479,0.048736226,1397,1807,2577,0.33333334,29,True,386,69.55
1777,CHEMBL1531864,PIRENZEPINE HYDROCHLORIDE,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl,0.0412028828958346,0.0050753057,0.019407684,0.7101448,1768,2581,1086,0.38961038,28,True,387,69.73
1778,CHEMBL1625,OXYBENZONE,COc1ccc(C(=O)c2ccccc2)c(O)c1,0.0410887477403973,0.061307885,0.118126646,0.0095786555,902,1727,2848,0.39130434,17,True,388,69.91
1788,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,0.0405325689925209,0.0031924725,0.25313678,0.08240053,1954,1194,2409,0.46341464,40,True,389,70.09
1793,CHEMBL1018,DIENESTROL,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,0.0397534102799772,0.00036950383,0.5265548,0.32289445,2672,599,1704,0.35714287,20,True,390,70.27
1800,CHEMBL571546,TIRBANIBULIN,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,0.0392872348398214,0.0023608385,0.11299522,0.22731495,2072,1760,1906,0.43283582,32,True,391,70.45
1801,CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,0.0392564722465,0.0027723005,0.25313395,0.086207114,2017,1195,2395,0.475,37,True,392,70.63
1803,CHEMBL1282,IMIQUIMOD,CC(C)Cn1cnc2c(N)nc3ccccc3c21,0.0388443228248758,0.057974923,0.016839663,0.060035627,920,2641,2518,0.3,18,True,393,70.81
1817,CHEMBL1200809,AZELASTINE HYDROCHLORIDE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,0.0383869877793672,0.0042133904,0.018705463,0.71771497,1842,2597,1071,0.3125,28,True,394,70.99
1821,CHEMBL939,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.0381177247378468,0.97618234,0.33364984,0.00017004304,36,979,3252,0.5609756,31,True,395,71.17
1828,CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,0.0376639071256809,0.0051740156,0.010974566,0.9409379,1763,2763,541,0.32894737,28,True,396,71.35
1832,CHEMBL682,AMODIAQUINE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.0375348633820284,0.009962252,0.098224014,0.05404174,1532,1825,2549,0.34177214,25,True,397,71.53
1837,CHEMBL1200675,TOREMIFENE CITRATE,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0372608786305264,0.0006857994,0.34023726,0.2217075,2489,953,1923,0.38709676,42,True,398,71.71
1838,CHEMBL193,NIFEDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.0370923067252901,0.003854748,0.1054077,0.12559815,1876,1789,2241,0.35185185,25,True,399,71.89
1846,CHEMBL1200478,DYCLONINE HYDROCHLORIDE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl,0.0364005575176929,0.00022004903,0.3344069,0.65543485,2816,977,1161,0.65957445,22,True,400,72.07
1848,CHEMBL1493,FLAVOXATE,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0.0363659623873364,0.009821505,0.03775364,0.12970251,1541,2323,2220,0.30769232,29,True,401,72.25
1854,CHEMBL4594292,TEPOTINIB HYDROCHLORIDE,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1.Cl.O,0.0356327379569283,0.008955988,0.105337985,0.04795669,1571,1790,2581,0.31958762,39,True,402,72.43
1873,CHEMBL1070,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1,0.0345375588692327,0.0002002115,0.27770272,0.7409787,2835,1118,1036,0.4047619,17,True,403,72.61
1875,CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.0343633485281536,0.06792705,0.3252343,0.0018367391,865,1000,3045,0.30769232,19,True,404,72.79
1886,CHEMBL1201217,DYCLONINE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0.0337339625175899,0.00015731322,0.34304464,0.71135473,2908,945,1083,0.63829786,21,True,405,72.97
1887,CHEMBL56564,TROPISETRON,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,0.0337035610233752,0.007817782,0.022909744,0.21375853,1611,2523,1946,0.30508474,21,True,406,73.15
1899,CHEMBL639,AZELASTINE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,0.033182687199117,0.0034546102,0.01584922,0.6673102,1926,2662,1141,0.3164557,27,True,407,73.33
1901,CHEMBL1465,PHENPROCOUMON,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.0331431387764157,0.03773107,0.12942049,0.0074555324,1081,1673,2887,0.35185185,21,True,408,73.51
1907,CHEMBL53418,DANTHRON,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,0.0329247904427766,0.02543402,0.027733566,0.05059975,1202,2445,2570,0.325,18,True,409,73.69
1922,CHEMBL1301,HYDROXYSTILBAMIDINE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,0.0322295279390523,0.00019441344,0.65446615,0.2631167,2846,410,1832,0.33333334,21,True,410,73.87
1946,CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0.0310251727674379,0.00013605191,0.4907497,0.4472786,2940,649,1485,0.39285713,20,True,411,74.05
1959,CHEMBL9967,PIRENZEPINE,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.0303985789501545,0.0032484762,0.012138899,0.71236235,1949,2736,1082,0.39473686,26,True,412,74.23
1960,CHEMBL1173655,AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,0.0303546079700073,0.44433442,0.03322671,0.0018944219,267,2377,3043,0.6853933,34,True,413,74.41
1963,CHEMBL1592,QUINAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,0.0302080887504281,0.002777942,0.0669503,0.14821565,2015,2043,2146,0.32954547,32,True,414,74.59
1964,CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl,0.030143130303638,0.002686701,0.07671808,0.13287644,2035,1970,2209,0.3258427,33,True,415,74.77
1968,CHEMBL3185958,CLOMIPHENE CITRATE,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0300236471935491,0.020123132,0.07310491,0.018397052,1285,2000,2743,0.34666666,42,True,416,74.95
1976,CHEMBL296419,ASTEMIZOLE,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.0298272161390802,0.006119332,0.0065212236,0.6649748,1698,2896,1144,0.35051546,34,True,417,75.14
1979,CHEMBL192,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.0297556640114346,0.023387926,0.017730875,0.0635312,1230,2624,2501,0.6527778,33,True,418,75.32
1980,CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,0.0297539543334979,0.1321612,0.030535275,0.0065272194,582,2408,2905,0.43037975,33,True,419,75.5
2014,CHEMBL2325741,CAPIVASERTIB,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,0.0283318466360591,0.002969547,0.062165704,0.12319231,1987,2075,2250,0.37777779,30,True,420,75.68
2026,CHEMBL117287,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,0.027822016364782,0.0077296216,0.0028148673,0.9898046,1616,3040,221,0.32608697,25,True,421,75.86
2054,CHEMBL297302,BENPERIDOL,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.0268243453181666,0.0046962164,0.116116874,0.03539516,1801,1739,2644,0.31578946,28,True,422,76.04
2060,CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0.0264099679735835,3.5724013e-05,0.5194386,0.9926802,3182,613,170,0.3220339,19,True,423,76.22
2078,CHEMBL2105719,DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,0.0255177219864586,0.25453502,0.054447744,0.0011989424,427,2139,3086,0.5543478,34,True,424,76.4
2090,CHEMBL254857,FIPEXIDE,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.02504597714118,0.0036293885,0.0044446792,0.9739575,1906,2980,384,0.34375,27,True,425,76.58
2095,CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O,0.024774405277157,0.00015189334,0.26432008,0.3787396,2919,1165,1608,0.3181818,30,True,426,76.76
2100,CHEMBL698,TETRACAINE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.0246714841265893,0.00024764787,0.23363383,0.2595468,2783,1256,1840,0.31666666,19,True,427,76.94
2103,CHEMBL4297403,MELPHALAN FLUFENAMIDE HYDROCHLORIDE,CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1.Cl,0.0244384520760088,5.702417e-05,0.42549348,0.60154665,3108,753,1243,0.33333334,34,True,428,77.12
2108,CHEMBL914,FEXOFENADINE,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.0242975024008874,0.00077355484,0.06803546,0.27255774,2459,2035,1815,0.3125,37,True,429,77.3
2112,CHEMBL1255654,TETRACAINE HYDROCHLORIDE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,0.0242314288928483,0.00034500097,0.20259066,0.2035623,2690,1369,1972,0.3114754,20,True,430,77.48
2120,CHEMBL3402762,TEPOTINIB,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,0.0240665366769922,0.006420205,0.07342379,0.029570254,1683,1994,2677,0.32291666,37,True,431,77.66
2122,CHEMBL2110732,DACOMITINIB ANHYDROUS,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,0.0240025113741321,0.24525622,0.048982594,0.0011510871,437,2192,3088,0.5604396,33,True,432,77.84
2136,CHEMBL1201171,PRAMOXINE HYDROCHLORIDE,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,0.0235894975261829,0.0014197404,0.03181237,0.29063708,2257,2391,1773,0.49019608,22,True,433,78.02
