rank,molecule_chembl_id,pref_name,smiles,PS,P_ABL1,P_c-KIT,P_PDGFRB,rank_ABL1,rank_c-KIT,rank_PDGFRB
1452,CHEMBL1201747,ALCAFTADINE,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,0.06665627572223694,0.0054514147,0.07304491,0.7437449,1743,2001,1028
1453,CHEMBL5314377,GANIRELIX ACETATE,CC(=O)O.CC(=O)O.CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.06622891216837042,0.00033222683,0.875145,0.9991437,2702,146,53
1454,CHEMBL2448612,ERGOTAMINE TARTRATE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)C(O)C(O)C(=O)O,0.06621809663650516,0.004711817,0.63889676,0.096451946,1796,436,2350
1455,CHEMBL24778,SILODOSIN,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,0.06613420734894837,0.019068351,0.017800888,0.8521648,1309,2622,804
1456,CHEMBL270190,ALVIMOPAN,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,0.06599092963101487,0.0011565341,0.31587112,0.7866552,2320,1019,942
1457,CHEMBL1200728,GUANIDINE HYDROCHLORIDE,Cl.N=C(N)N,0.06594734529123328,0.0020971808,0.23349808,0.58569676,2115,1257,1262
1458,CHEMBL1728,LOMEFLOXACIN HYDROCHLORIDE,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,0.0659066717690004,0.008598231,0.052132916,0.6386561,1585,2160,1185
1459,CHEMBL3989908,ENASIDENIB,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,0.06587799324424587,0.013771562,0.19361804,0.10722401,1411,1407,2307
1460,CHEMBL259972,MOFEZOLAC,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,0.06581942343980188,0.027542835,0.10228241,0.10121682,1178,1800,2328
1461,CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O,0.06555819471944135,0.013017243,0.022119591,0.97855407,1439,2536,339
1462,CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,0.06546017552613485,0.15055613,0.0018661604,0.99835277,549,3102,75
1463,CHEMBL1682,SORBITOL,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.06529323315022303,0.0017780606,0.16981505,0.9218957,2172,1502,613
1464,CHEMBL1200904,SELEGILINE HYDROCHLORIDE,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,0.06528875840523066,0.005048108,0.06381169,0.86394536,1769,2059,780
1465,CHEMBL647,APRACLONIDINE,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,0.06525107414185699,0.12705003,0.03153778,0.06933574,594,2395,2465
1466,CHEMBL1460,DIDANOSINE,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0.06522645000541342,0.008640273,0.04153636,0.7732419,1582,2265,974
1467,CHEMBL1200438,TIOCONAZOLE,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,0.06521099070752656,0.33033073,0.004536073,0.1850689,356,2977,2025
1468,CHEMBL1496,ROSUVASTATIN,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,0.06518058945451229,0.023836993,0.08417252,0.13801715,1222,1915,2189
1469,CHEMBL826,ENOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0.06513526132403716,0.016716136,0.12530778,0.13192722,1350,1694,2214
1470,CHEMBL1236821,XYLOSE,O=C[C@H](O)[C@@H](O)[C@H](O)CO,0.0650927279036622,0.00059718534,0.5203047,0.8876271,2535,610,708
1471,CHEMBL235668,TIPIRACIL,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,0.06506893774633413,0.103471965,0.008435571,0.3156342,677,2833,1724
1472,CHEMBL1237122,CARBOPROST,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,0.06505674516486308,0.0057499465,0.08644603,0.55394685,1717,1897,1318
1473,CHEMBL1200686,PIMECROLIMUS,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.06488643310443619,0.0014696136,0.19812295,0.9382611,2241,1388,552
1474,CHEMBL1450,ATOVAQUONE,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,0.06464404201307225,0.0131179,0.07724616,0.26659024,1434,1964,1821
1475,CHEMBL170988,PHENFORMIN,N=C(N)NC(=N)NCCc1ccccc1,0.0643419425760404,0.00061167136,0.55417675,0.78580725,2529,563,945
1476,CHEMBL1200803,SOLIFENACIN SUCCINATE,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,0.06427980150424366,0.0022810705,0.14375989,0.8099293,2084,1615,900
1477,CHEMBL3137326,DEUTETRABENAZINE,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,0.06407361867617117,0.005037368,0.05283317,0.988388,1770,2147,232
1478,CHEMBL40,PHENOBARBITAL,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.06398617925111202,0.0067836703,0.32867706,0.117496364,1663,994,2275
1479,CHEMBL85,RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0.0639191042430433,0.019509181,0.0267991,0.49949685,1295,2457,1391
1480,CHEMBL3301622,GILTERITINIB,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,0.06378297048756987,0.004346037,0.07051887,0.84667236,1825,2017,824
1481,CHEMBL1201177,LEVOBUNOLOL HYDROCHLORIDE,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,0.06370650828514747,0.0060101296,0.045884065,0.93757415,1703,2215,556
1482,CHEMBL766,CILASTATIN,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,0.0636947245948886,0.001438251,0.2933995,0.6123733,2252,1075,1227
1483,CHEMBL1201006,PYRILAMINE MALEATE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,0.06367747499578642,0.0023686488,0.22630471,0.481685,2070,1280,1421
1484,CHEMBL1201018,CEFACLOR,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O,0.06356528739203551,0.0075386134,0.3546098,0.09607667,1628,917,2351
1485,CHEMBL1200883,THONZONIUM BROMIDE,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],0.06344403241817788,0.00815905,0.034420602,0.909315,1603,2361,657
1486,CHEMBL4298167,FILGOTINIB MALEATE,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,0.06337505979369791,0.09137339,0.057592813,0.048369005,724,2116,2579
1487,CHEMBL972,SELEGILINE,C#CCN(C)[C@H](C)Cc1ccccc1,0.06332104784681218,0.003766097,0.07494657,0.89949965,1887,1985,685
1488,CHEMBL2103929,LYMECYCLINE,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.06329767443275257,0.0006872168,0.4960748,0.74391335,2488,641,1026
1489,CHEMBL1388,MONOBENZONE,Oc1ccc(OCc2ccccc2)cc1,0.06327557199232536,0.0057236543,0.29522604,0.14992712,1720,1068,2137
1490,CHEMBL24924,FLUINDIONE,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,0.06323954916723644,0.025698619,0.07143667,0.13776386,1199,2011,2190
1491,CHEMBL1201308,IOFETAMINE,CC(C)NC(C)Cc1ccc(I)cc1,0.06315587365412763,0.70121586,0.008370022,0.042920318,164,2834,2605
1492,CHEMBL269732,TACROLIMUS ANHYDROUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.06306224260627534,0.0016432693,0.21340345,0.7151515,2206,1327,1076
1493,CHEMBL1731,MEZLOCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.06286720799897501,0.007291369,0.22621161,0.15064284,1643,1281,2130
1494,CHEMBL500,PINDOLOL,CC(C)NCC(O)COc1cccc2[nH]ccc12,0.06280232854724403,0.0039407923,0.0632984,0.99300414,1871,2065,167
1495,CHEMBL1452696,FEPRAZONE,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.06277490789389147,0.0019006868,0.30749583,0.42326126,2151,1043,1529
1496,CHEMBL1342,OXYBATE,O=C(O)CCCO,0.0627599816283576,0.001116487,0.2652238,0.83479977,2333,1161,842
1497,CHEMBL680,CEFACLOR ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,0.06270872511734016,0.007223908,0.31251758,0.10922885,1645,1028,2300
1498,CHEMBL1274,NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,0.06258276441205936,0.009422309,0.053602654,0.4853116,1554,2144,1416
1499,CHEMBL15870,INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.0625498563321114,0.016906645,0.24583578,0.058881175,1344,1213,2523
1500,CHEMBL4297585,TRIHEPTANOIN,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,0.06247320157207491,0.0006258046,0.38967973,0.9998498,2524,833,14
1501,CHEMBL43452,POMALIDOMIDE,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.06244769103129751,0.005381435,0.28575283,0.15836547,1747,1100,2106
1502,CHEMBL442,ERGOTAMINE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,0.06236156729334914,0.005383403,0.33160967,0.13585228,1746,984,2198
1503,CHEMBL1200622,PARICALCITOL,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,0.062263653488928164,0.0028931908,0.09502427,0.8779951,1998,1850,748
1504,CHEMBL833,TICLOPIDINE,Clc1ccccc1CN1CCc2sccc2C1,0.06195784240777174,0.42589098,0.0005585566,0.9998234,281,3212,17
1505,CHEMBL3668014,LINZAGOLIX,COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F,0.061897434196838234,0.069419645,0.020576136,0.16602433,854,2567,2083
1506,CHEMBL3306803,LUMATEPERONE,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,0.06184120294084781,0.0014201967,0.2279498,0.7305436,2256,1271,1052
1507,CHEMBL561,LOMEFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.061827571073370474,0.007813859,0.04773147,0.6336889,1612,2200,1195
1508,CHEMBL1083993,AMIODARONE HYDROCHLORIDE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,0.06161402774637802,0.1050981,0.017288368,0.12873298,669,2632,2222
1509,CHEMBL10878,AGOMELATINE,COc1ccc2cccc(CCNC(C)=O)c2c1,0.06153762509327229,0.0022730432,0.17767766,0.5770077,2087,1470,1277
1510,CHEMBL374731,TELBIVUDINE,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,0.061528634740853815,0.014933709,0.016405817,0.9507501,1387,2650,502
1511,CHEMBL1740513,ISAXONINE,CC(C)Nc1ncccn1,0.06148180865932375,0.08815757,0.0734206,0.03590561,748,1995,2641
1512,CHEMBL2103846,ULIPRISTAL,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0.06133215287692834,0.0011421883,0.70917076,0.28482372,2325,351,1788
1513,CHEMBL3358920,ETRASIMOD,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,0.06119753612057041,0.019626783,0.012673473,0.9214186,1293,2725,615
1514,CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0.06119122523875835,0.038325876,0.05922576,0.10094032,1075,2095,2330
1515,CHEMBL1200541,AMBENONIUM CHLORIDE,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],0.06117226839208501,0.010057875,0.051811688,0.4392683,1527,2163,1498
1516,CHEMBL1445,FLUOXYMESTERONE,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.06105653279789956,0.0012193148,0.22964367,0.81287956,2303,1267,894
1517,CHEMBL3989887,TACROLIMUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,0.06090481524934139,0.0015908261,0.20800497,0.682745,2219,1353,1117
1518,CHEMBL1200912,PHENTERMINE HYDROCHLORIDE,CC(C)(N)Cc1ccccc1.Cl,0.06089842883495569,0.104996786,0.030080136,0.07150928,670,2411,2453
1519,CHEMBL1703,METFORMIN HYDROCHLORIDE,CN(C)C(=N)NC(=N)N.Cl,0.06086998850643659,0.0036818378,0.41861075,0.14633045,1899,772,2152
1520,CHEMBL1201314,VALGANCICLOVIR,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,0.06074673151368882,0.06084664,0.044535782,0.08272238,904,2223,2407
1521,CHEMBL2111101,PIMAVANSERIN,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,0.06074412701648789,0.0015266074,0.3564881,0.41185135,2230,911,1550
1522,CHEMBL16,PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.06072497930486179,0.0076484364,0.24147458,0.121243365,1624,1221,2258
1523,CHEMBL428880,CROMOLYN,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,0.06063936636450587,0.021429092,0.06336765,0.16420734,1260,2063,2087
1524,CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,0.06061507200381738,0.0028004316,0.10193991,0.7801401,2011,1803,958
1525,CHEMBL3137321,BENZHYDROCODONE,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,0.06054265808570552,0.0027995554,0.92303777,0.08587679,2012,109,2396
1526,CHEMBL94394,BUFEXAMAC,CCCCOc1ccc(CC(=O)NO)cc1,0.060338785145275596,0.00022330307,0.9847318,0.9990264,2810,30,56
1527,CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,0.06030204803244133,0.10080198,0.002176467,0.99948174,686,3075,41
1528,CHEMBL170,QUININE,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.060247721885015385,0.0076631946,0.032642253,0.8742426,1623,2382,757
1529,CHEMBL448,PENTOBARBITAL,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.06005157585140548,0.002882243,0.7518541,0.09993302,2002,291,2334
1530,CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,0.0600453892587071,0.023062985,0.39736405,0.023622992,1242,817,2707
1531,CHEMBL3304486,DIFEMERINE,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1,0.05995919170628014,0.039676614,0.030934708,0.17562516,1064,2402,2048
1532,CHEMBL1200678,ATAZANAVIR SULFATE,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,0.05995700261645966,0.0031052583,0.075859636,0.9149791,1973,1979,639
1533,CHEMBL855,TRIPROLIDINE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0.05987178439854597,0.018493377,0.13185254,0.08801605,1317,1663,2389
1534,CHEMBL1106,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12,0.05983398187638721,0.0036624903,0.11192683,0.52255625,1903,1764,1359
1535,CHEMBL1497,BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.059825774111176934,0.0004509505,0.5982676,0.79367125,2620,498,929
1536,CHEMBL1473,FLUTICASONE PROPIONATE,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.05982054020203948,0.0007267915,0.34406862,0.8560441,2475,943,798
1537,CHEMBL445,NORTRIPTYLINE,CNCCC=C1c2ccccc2CCc2ccccc21,0.059774872137160935,0.063471265,0.11291389,0.02980104,884,1761,2674
1538,CHEMBL290960,NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,0.05973689461786453,0.052194282,0.10073141,0.040545266,964,1806,2614
1539,CHEMBL1200559,LACTIC ACID,CC(O)C(=O)O,0.05964284792199224,0.0011394954,0.549461,0.33886415,2328,569,1673
1540,CHEMBL1200490,CETRORELIX,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.059625324355285086,0.00026761545,0.7961285,0.9949426,2753,234,132
1541,CHEMBL640,PROCAINAMIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1,0.05947462407607161,0.0004794837,0.5843443,0.7508488,2602,511,1018
1542,CHEMBL41355,EZOGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,0.05945830319750169,0.00022139866,0.98085815,0.9679575,2813,38,430
1543,CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,0.0594412635096014,0.0074141994,0.11903238,0.23797691,1634,1723,1877
1544,CHEMBL1697708,MEZLOCILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],0.05937106432609689,0.0062319445,0.2343792,0.14327876,1692,1250,2163
1545,CHEMBL1200425,PARGYLINE HYDROCHLORIDE,C#CCN(C)Cc1ccccc1.Cl,0.05935365536272756,0.0027508824,0.07878206,0.96481276,2021,1955,449
1546,CHEMBL590,MENADIONE,CC1=CC(=O)c2ccccc2C1=O,0.059346991272521694,0.07018622,0.13232517,0.02250618,849,1661,2716
1547,CHEMBL744,RILUZOLE,Nc1nc2ccc(OC(F)(F)F)cc2s1,0.059329373137141844,0.117993645,0.09727261,0.018195339,612,1832,2747
1548,CHEMBL404108,LUMIRACOXIB,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,0.05932241291605154,0.12874313,0.5740804,0.0028246173,589,529,3002
1549,CHEMBL1431,METFORMIN,CN(C)C(=N)NC(=N)N,0.059275168657632424,0.0015215708,0.4465444,0.30652186,2231,720,1741
1550,CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,0.05923250564545031,0.05324873,0.065973476,0.059156384,956,2052,2522
1551,CHEMBL1599,CEPHAPIRIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,0.05915879166740304,0.0019065075,0.33813035,0.32117012,2149,962,1712
1552,CHEMBL556,DEFEROXAMINE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0.059118995246251214,0.000650213,0.37230077,0.8535551,2507,865,802
1553,CHEMBL1201191,LEVOCETIRIZINE,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.05904282499057476,0.0071413084,0.35758317,0.08060213,1650,907,2417
1554,CHEMBL290106,BITHIONOL,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,0.05884142900410696,0.68219674,0.0046727518,0.063909784,170,2972,2497
1555,CHEMBL3545309,LEFAMULIN ACETATE,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.CC(=O)O,0.058718552030606226,0.0008241243,0.2513485,0.9773655,2435,1200,349
1556,CHEMBL1201237,LEVOBUNOLOL,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,0.058529195740838195,0.005329396,0.040829383,0.92143977,1750,2274,614
1557,CHEMBL1200877,FLUMETHASONE PIVALATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,0.05844040617584547,0.000817155,0.30098918,0.8114921,2439,1053,896
1558,CHEMBL1983350,STIRIPENTOL,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,0.05794320609640579,0.07658067,0.030763684,0.08257528,814,2405,2408
1559,CHEMBL3989909,LENIOLISIB PHOSPHATE,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1.O=P(O)(O)O,0.0578447793353336,0.013110458,0.0147805875,0.9988102,1436,2688,59
1560,CHEMBL1238,AZELAIC ACID,O=C(O)CCCCCCCC(=O)O,0.057800981214722255,0.000996866,0.23874736,0.8113913,2372,1234,897
1561,CHEMBL2103854,OMADACYCLINE TOSYLATE,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1,0.05772881906676063,0.0008944643,0.24616367,0.8737579,2410,1212,759
1562,CHEMBL655,MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.05767868240926046,0.0954879,0.0020106004,0.99947506,711,3087,42
1563,CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,0.057672450159899157,0.00064313156,0.49772516,0.5992606,2513,639,1245
1564,CHEMBL3545985,BENZPHETAMINE,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,0.05760099830166392,0.0031776738,0.06260828,0.96061426,1958,2069,469
1565,CHEMBL1516474,TEGASEROD MALEATE,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12.O=C(O)/C=C\C(=O)O,0.05747763290256316,0.00024838944,0.79863816,0.9572233,2780,228,481
1566,CHEMBL1200326,NICARDIPINE HYDROCHLORIDE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,0.057424572420641765,0.004042748,0.093126364,0.5029723,1861,1860,1385
